"set","log2fc","minuslogpv","proteinids","majorityproteinids","fastaheaders","numberofproteins","peptides","uniquepeptides","sequencecoveragep","moldotweightkda","qhvalue","score","idsfrondevi","evidenceids","chrinfo","proj","experiment","username","foldchange","pvalue","analyinfo"
"compare2similar","-0.3311604787389708,-0.6449152184936152","1.4066585034797843,3.051094254815982","LOC_Os01g08450.1;LOC_Os05g01490.1;LOC_Os10g31830.1","LOC_Os01g08450.1",">LOC_Os01g08450.1 protein|ras-related protein, putative, expressed","3.0","10.0","2.0","47.6","27.894","nan","31.069","87.0","14022;14023;14024;14025;14026;14027;14028;14029;14030;14031;14032;14033;14034;14035;14036;14037;14038;122191;122192;122193;304604;304605;304606;304607;304608;304609;304610;304611;304612;304613;304614;304615;304616;304617;304618;304619;304620;304621;304622;304623;304624;306959;306960;335191;335192;335193;335194;335195;335196;335197;355380;355381;355382;355383;355384;355385;355386;355387;355388;355389;355390;355391;355392;355393;355394;391447;391448;391449;391450;402341;402342;402343;452774;452775;452776;452777;452778;452779;452780;452781;452782;452783","LOC_Os01g08450.1:Chr1:4165005","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.3311604787389708,-0.6449152184936152","0.24496045160695246,  0.047307130003343516","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.1845475807150069,-0.4845822851817386","1.186035263678923,5.86240729512682","LOC_Os01g13190.1","LOC_Os01g13190.1",">LOC_Os01g13190.1 protein|histidinol dehydrogenase, chloroplast precursor, putative, expressed","1.0","20.0","20.0","52.9","50.566","nan","191.71","137.0","18657;18658;18659;18660;34166;34167;34168;34169;34170;34171;34172;34173;34174;34175;34176;34177;34178;34179;34180;34181;34182;34183;34184;34185;34186;69950;69951;69952;69953;69954;69955;69956;87968;87969;87970;87971;87972;87973;87974;87975;87976;95745;126394;126395;126396;126397;126398;126399;126400;126401;126402;126403;126404;126405;126406;126407;126408;126409;126410;126411;126412;126413;126414;153645;153646;153647;153648;153649;153650;153651;211695;211696;211697;211698;211699;211700;211701;211702;211703;211704;211705;211706;211707;211708;211709;211710;211711;211712;211713;211714;211715;211716;211717;211718;211719;211720;211721;211722;211723;211724;211725;211726;211727;211728;211729;211730;211731;211732;211733;211734;211735;211736;211737;211738;211739;211740;211741;211742;214851;214852;214853;214854;214855;214856;214857;214858;214859;214860;214861;214862;214863;214864;214865;214866;214867;214868;214869;214870;214871;214872;214873;214874;214875;214876;318575;318576;318577;318578;334167;334168;334169;334170;334171;334172;334173;334174;334175;334176;334177;334178;334179;334180;334181;334182;334183;349247;353611;353612;353613;353614;353615;353616;353617;353618;353619;353620;353621;353622;353623;353624;353625;353626;353627;353628;353629;471516;471517;471518;471519;471520;471521;471522;471523;471524;471525;471526;471527;471528;471529;471530;471531;471532;471533;471534;471535;471536;471537;471538;471539;471540;471541;471542;471543;471544;471545;471546;477008;477009;477010;477011;477012;477013;477014;477015;484129;484130;484131;484132;484133;484134;517441;517442;517443;517444;517445;517446;551867","LOC_Os01g13190.1:Chr1:7348680","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.1845475807150069,-0.4845822851817386","0.30542981537250763,  0.0028443881526096955","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.2884413665680846,0.5462757380758031","0.8500136411156727,3.136322783708403","LOC_Os01g15020.1;LOC_Os01g15020.2","LOC_Os01g15020.1;LOC_Os01g15020.2",">LOC_Os01g15020.1 protein|lissencephaly type-1-like homology motif, putative, expressed;>LOC_Os01g15020.2 protein|lissencephaly type-1-like homology motif, putative, expressed","2.0","37.0","29.0","43.0","125.09","nan","205.76","156.0","29107;29108;29109;29110;29111;29112;29113;29114;29115;29116;29117;29118;52675;52676;52677;52678;52679;52680;52681;52682;52683;52684;52685;65929;65930;65931;65932;65933;65934;65935;65936;65937;65938;65939;65940;65941;65942;77318;77319;105794;105795;105796;105797;105798;106742;106743;106744;106745;106746;106747;106748;106749;106750;106751;106752;106753;106754;106755;106756;111966;200805;200806;200807;200808;200809;200810;200811;200812;200813;200814;200815;200816;200817;200818;200819;200820;214758;214759;214760;214761;214762;214763;214764;226758;226759;226760;226761;226762;226763;226764;226765;226766;226767;226768;226769;226770;226771;226772;226773;226774;226775;226776;226777;226778;226779;247336;249117;249118;249119;249120;249121;249122;249123;249124;249125;249126;259668;284640;284641;284642;284643;284644;284645;284646;284647;284648;284649;284650;284651;284672;284673;284674;284675;284676;284677;284678;284679;284680;284681;284682;284683;284684;284685;293859;293860;293861;293862;293863;293864;293865;293866;293867;293868;293869;293870;293871;293872;293873;293874;293875;293876;293877;293878;307600;307601;307602;307603;307604;307605;307606;307607;307608;307609;307610;307611;357425;357426;371294;371295;371296;371297;371298;371299;384092;384093;384094;384095;384096;384097;384098;384099;384100;384101;384102;384103;384104;390641;390642;390643;390644;390645;390646;395484;395485;395486;395487;395488;395489;395490;395491;395492;395493;395494;395495;395496;398422;398423;398424;398425;398426;398427;398428;398429;412934;412935;412936;412937;412938;412939;412940;412941;412942;412943;412944;412945;412946;412947;412948;412949;412950;412951;412952;432581;432582;432583;432584;432585;432586;432587;432588;432589;432590;455218;455723;455724;455725;455726;455727;455728;455729;455730;455731;455732;455733;455734;455735;455736;455737;455738;455739;465420;465421;465422;465423;465424;465425;465426;467858;467859;467860;467861;467862;467863;467864;467865;467866;467867;467868;467869;467870;487064;495666;495667;495668;495669;495670;517859;517860;517861;517862;517863;517864;518507;518508;518509;518510;518511;518512;518513;518514;518515;518516;518517;518518;518519;518520;518521;518522;523781;523782;523783;523784;523785;523786;523787;523788;523789;523790;523791;533510;533511;533512;533513;533514;533515;533516;533517;533518;533519;533520","LOC_Os01g15020.1:Chr1:8429926^^LOC_Os01g15020.2:Chr1:8429926","forPPT","PPT1projLFQ_AnI;A1","ppt","0.2884413665680846,0.5462757380758031","0.4274091015719662,  0.04344225110383668","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.6508358726760306,0.962653769622242","2.9745284038361515,4.555067152516585","LOC_Os01g16090.1","LOC_Os01g16090.1",">LOC_Os01g16090.1 protein|RNA binding protein, putative, expressed","1.0","9.0","8.0","30.0","49.279","nan","65.584","161.0","14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;72551;72552;72553;89711;89712;89713;89714;89715;89716;89717;89718;89719;89720;89721;89722;89723;89724;89725;89726;156419;156420;156421;156422;156423;156424;156425;156426;156427;156428;156429;156430;156431;156432;156433;156434;156435;156436;160180;160181;160182;160183;216691;216692;216693;216694;216695;256893;256894;256895;256896;256897;256898;256899;256900;256901;306056;548558;548559;548560;548561;548562;548563;548564;548565;548566;548567;548568;548569;548570;548571;548572;548573;548574;548575;548576;548577;548578;548579;548580;548581;548582","LOC_Os01g16090.1:Chr1:9065210","forPPT","PPT1projLFQ_AnI;A1","ppt","0.6508358726760306,0.962653769622242","0.051071513455647276,  0.010513794180668615","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.3055143689639617,1.3741105658659283","1.855160944536558,4.255144060223108","LOC_Os01g16900.2;LOC_Os01g16900.1;LOC_Os01g16900.3","LOC_Os01g16900.2;LOC_Os01g16900.1;LOC_Os01g16900.3",">LOC_Os01g16900.2 protein|dehydrogenase, putative, expressed;>LOC_Os01g16900.1 protein|dehydrogenase, putative, expressed;>LOC_Os01g16900.3 protein|dehydrogenase, putative, expressed","3.0","12.0","12.0","38.7","39.442","nan","45.723","173.0","55824;55825;55826;55827;55828;55829;55830;55831;55832;55833;55834;55835;55836;55837;55838;55839;55840;201271;201272;201273;201274;201275;201276;201277;220963;220964;220965;220966;220967;220968;220969;220970;220971;220972;220973;220974;220975;220976;220977;220978;264904;264905;264906;264907;264908;264909;363820;363821;363822;363823;363824;363825;363826;363827;363828;363829;363830;363831;363832;363833;363834;363835;363836;363837;363838;363839;363840;363841;363842;363843;363844;363845;363846;363847;363848;363849;363850;363851;363852;363853;363854;363855;363856;363857;363858;363859;363860;363861;363862;390209;390210;390211;390212;390213;390214;390215;390216;390217;444917;444918;444919;444920;444921;463938;463939;463940;463941;463942;463943;463944;463945;463946;463947;463948;463949;475307;475308;475309;475310;475311;475312;475313;475314;475315;475316;475317;475318;475319;475320;475321;475322;475323;475324;475325;475326;475327;475328;475329;475330;475331;475332;475333;475334;475335;475336;475337;475338;475339;475340;475341;475342;475343;475344;475345;475346;475347;475348;475349;475350;475351;475352;475353;475354;475355;475356;475357;475358;475359;490233;544974;544975;544976;544977;544978","LOC_Os01g16900.2:Chr1:9665852^^LOC_Os01g16900.1:Chr1:9665852^^LOC_Os01g16900.3:Chr1:9667929","forPPT","PPT1projLFQ_AnI;A1","ppt","0.3055143689639617,1.3741105658659283","0.1564277644548056,  0.014191046233028274","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.7326874462698699,0.8690085400040204","2.754590016109836,3.1510359866262463","LOC_Os01g22510.1","LOC_Os01g22510.1",">LOC_Os01g22510.1 protein|cyclase/dehydrase family protein, expressed","1.0","2.0","2.0","7.3","26.231","0.0008","3.3607","205.0","93204;93205;93206;93207;93208;93209;93210;93211;93212;93213;93214;93215;93216;93217;93218;93219;93220;416212;416213;416214;416215;416216;416217;416218;416219;416220;416221","LOC_Os01g22510.1:Chr1:12650613","forPPT","PPT1projLFQ_AnI;A1","ppt","0.7326874462698699,0.8690085400040204","0.06363510368875375,  0.042807755624675085","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.1895704044113817,-1.1188339313808868","0.3859401428546637,4.84460839193958","LOC_Os01g25484.2;LOC_Os01g25484.1;LOC_Os01g25484.3;LOC_Os02g52730.1;LOC_Os01g25520.1","LOC_Os01g25484.2;LOC_Os01g25484.1;LOC_Os01g25484.3;LOC_Os02g52730.1",">LOC_Os01g25484.2 protein|ferredoxin--nitrite reductase, putative, expressed;>LOC_Os01g25484.1 protein|ferredoxin--nitrite reductase, putative, expressed;>LOC_Os01g25484.3 protein|ferredoxin--nitrite reductase, putative, expressed;>LOC_Os02g52730.1 protein","5.0","36.0","36.0","72.3","66.142","nan","323.31","219.0","5767;5768;5769;5770;5771;5772;5773;5774;5775;5776;5777;5778;5779;5780;5781;5782;5783;5784;5785;36344;36345;36346;36347;36348;36349;36350;36351;36352;36353;36354;36355;36356;36357;36358;36359;36360;36361;62277;62278;62279;62280;62281;62282;62283;62284;62285;62286;62287;62288;62289;62290;62291;62292;62293;62294;95533;95534;95535;95536;95537;95538;95539;95540;95541;95542;95543;95544;95545;95546;95547;95548;95549;95550;95551;95552;95553;95554;95555;95556;95557;130179;130180;130181;130182;130183;130184;130185;130186;143240;143241;143242;143243;143244;143245;143246;143247;143248;143249;143250;143251;143252;143253;143254;143255;143256;143257;143258;143259;143260;143261;143262;143263;143264;143265;143266;191703;191704;191705;191706;191707;191708;191709;191710;191711;191712;191713;191714;191715;191716;191717;191718;191719;191720;191721;191722;191723;191724;191725;191726;191727;244182;244183;244184;244185;244186;244187;244188;244189;244190;244191;244192;244193;244194;244195;244196;244197;244198;244199;244200;244201;268301;268302;270559;270560;270561;270562;270563;270564;270565;270566;270567;270568;270569;287602;287603;287604;287605;287606;287607;287608;287609;287610;287611;287612;287613;287614;287615;287616;287617;299184;299185;299186;299187;299188;299189;299190;299191;299192;299193;299194;299195;299196;299197;299198;299199;299200;299201;299202;323781;323782;323783;323784;323785;323786;323787;323788;323789;323790;323791;323792;323793;323794;323795;323796;323797;323798;323799;323800;323801;323802;323803;323804;342801;342802;342803;342804;342805;342806;342807;342808;342809;347247;347248;347249;347250;347251;347252;347253;347254;347255;347256;347257;347258;347259;347260;347261;347262;347263;347264;347265;347266;347267;348097;348098;348099;348100;348101;348102;348103;348104;348105;348106;348107;348108;348109;348110;348111;348112;348113;348114;348115;348116;348117;348118;348119;348120;348121;348122;348123;348124;348125;348126;348127;348128;348129;348130;348131;348132;348133;348134;348135;348136;348137;348138;348139;348140;348141;348142;348143;348144;348145;348146;348147;348148;348149;348160;348161;348162;348163;348164;348165;357726;357727;357728;357729;357730;357731;357732;357733;357734;357735;357736;357737;357738;357739;357740;357741;369531;369532;369533;369534;369535;369536;369537;369538;369539;369540;369541;369542;369543;369544;369545;369546;379534;379535;379536;379537;379538;379539;379540;379541;379542;379543;379544;379545;379546;379547;379548;379549;379550;392765;396591;396592;396593;396594;396595;396596;396597;396598;396599;396600;435078;435079;435080;435081;435082;435083;435084;435085;435086;435087;435088;435089;435090;435091;435092;435093;435094;435095;435096;435097;435098;435099;435100;435101;435102;435103;435104;435105;435106;435107;435108;435109;435110;437939;437940;437941;437942;437943;437944;437945;437946;437947;437948;437949;437950;437951;437952;437953;437954;437955;437956;437957;437958;437959;437960;437961;483739;483740;483741;483742;483743;483744;483745;483746;483747;483748;483749;483750;483751;483752;483753;483754;491332;491333;491334;491335;491336;514547;514548;514549;514550;514551;514552;514553;514554;514555;514556;514557;514558;514559;514560;514561;514562;514563;514564;514565;539448;539449;539450;539451;539452;539453;539454;539455;539456;539457;539458;539459;539460;539461;539462;539463;539464;553116;553117;553118;553119;553120;553121;553122;553123;553124;553125;553126;553127;553128;553129;553130;553131;553132;553133;553134;553135;553136;553137;553138;562515;562516;562517;562518;562519;562520;562521;562522","LOC_Os01g25484.2:Chr1:14447427^^LOC_Os01g25484.1:Chr1:14447427^^LOC_Os01g25484.3:Chr1:14451518^^LOC_Os02g52730.1:Chr2:32256739","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.1895704044113817,-1.1188339313808868","0.6798112160212637,  0.007870699080753567","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.2012553513807044,0.48172329551574955","0.4076148979098014,3.799533359617234","LOC_Os01g32980.1","LOC_Os01g32980.1",">LOC_Os01g32980.1 protein|mitochondrial carrier protein, putative, expressed","1.0","4.0","4.0","14.9","33.907","nan","9.9497","249.0","198484;198485;198486;198487;198488;198489;198490;198491;198492;308617;308618;473848;473849;473850;473851;473852;473853;473854;473855;473856;496468;496469;496470;496471;496472;496473;496474;496475","LOC_Os01g32980.1:Chr1:18111013","forPPT","PPT1projLFQ_AnI;A1","ppt","0.2012553513807044,0.48172329551574955","0.6652350128942921,  0.022381213397740327","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.16763977962639512,-0.19419160244408082","0.6967483972247076,3.0501041199966332","LOC_Os01g40570.1","LOC_Os01g40570.1",">LOC_Os01g40570.1 protein|outer mitochondrial membrane porin, putative, expressed","1.0","11.0","11.0","58.9","29.891","nan","178.45","286.0","43959;43960;43961;43962;43963;43964;43965;43966;43967;43968;43969;43970;43971;43972;43973;43974;46170;46171;46172;46173;46174;46175;46176;46177;46178;46179;46180;46181;46182;46183;46184;46185;46186;46187;46188;46189;46190;46191;46192;46193;46194;46195;46196;46197;46198;46199;46200;46201;46202;46203;46204;46205;46206;46207;46208;46209;46210;46211;46212;46213;46214;46215;46216;46217;46218;46219;85813;85814;85815;85816;85817;85818;85819;85820;199237;199238;199239;199240;199241;199242;199243;199244;199245;199246;199247;199248;199249;199250;199251;199252;199253;261699;261700;261701;261702;261703;261704;261705;261706;261707;261708;261709;261710;261711;261712;261713;261714;261715;261716;261717;261718;261719;261720;261721;261722;261723;261724;357932;357933;357934;357935;357936;357937;357938;357939;357940;357941;357942;357943;357944;357945;357946;357947;357948;357949;357950;357951;357952;357953;357954;357955;357956;357957;357958;357959;357960;357961;357962;357963;412853;412854;412855;412856;412857;412858;412859;412860;412861;412862;412863;412864;412865;412866;412867;412868;412869;412870;412871;412872;412873;412874;412875;412876;412877;412878;412879;412880;412881;412882;412883;412884;412885;412886;412887;412888;417612;417613;417614;417615;417616;417617;417618;417619;417620;417621;417622;490372;490373;490374;490375;490376;490377;490378;490379;490380;490381;490382;490383;490384;490385;490386;490387;490388;490389;490390;490391;490392;490393;490394;490395;490396;490397;555519;555520","LOC_Os01g40570.1:Chr1:22910500","forPPT","PPT1projLFQ_AnI;A1","ppt","0.16763977962639512,-0.19419160244408082","0.49820262996954356,  0.04735399363679229","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.19633774754692518,-0.4503295979256771","2.041538044167273,3.1076854549049386","LOC_Os01g43390.1;LOC_Os01g43390.2","LOC_Os01g43390.1;LOC_Os01g43390.2",">LOC_Os01g43390.1 protein|uroporphyrinogen decarboxylase, putative, expressed;>LOC_Os01g43390.2 protein|uroporphyrinogen decarboxylase, putative, expressed","2.0","11.0","11.0","35.6","43.981","nan","93.751","316.0","14362;14363;14364;14365;14366;14367;14368;14369;111532;111533;111534;111535;111536;111537;111538;111539;111540;111541;111542;111543;111544;111545;111546;111547;111548;111549;111550;111551;111552;111553;111554;111555;111556;111557;155155;155156;155157;155158;155159;155160;155161;155162;155163;155164;163547;163548;163549;163550;163551;163552;163553;163554;163555;163556;163557;163558;163559;163560;163561;163562;163563;163564;163565;163566;163567;163568;163569;163570;163571;163572;163573;163574;163575;163576;163577;181153;181154;181155;181156;181157;181158;181159;181160;181161;181162;181163;181164;240579;240580;240581;240582;240583;240584;240585;240586;240587;240588;240589;403399;403400;403401;403402;420142;420143;420144;420145;420146;420147;420148;420149;420150;420151;420152;420153;420154;420155;420156;420157;420158;420159;460823;460824;460825;460826;460827;460828;460829;460830;460831;460832;460833;460834;460835;460836;460837;460838;460839;460840;460841;460842;460843;460844;460845;460846;460847;460848;460849;460850;460851;460852;554924;554925;554926;554927;554928;554929;554930;554931;554932;554933;554934;554935;554936;554937;554938;554939","LOC_Os01g43390.1:Chr1:24827948^^LOC_Os01g43390.2:Chr1:24827460","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.19633774754692518,-0.4503295979256771","0.1298288746959128,  0.04470430582122839","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
